contact_external_id,portal_id,vendor_id,type_id,detail_url,title,description,street,house_number,zip_code,city,latitude,longitude,price,living_space_area,land_area,rs_category_id,price_value,advertiser_id
"41","12","8","1","https://icasa.ch/2.5-rooms-apartment-to-buy-valais-visp-zermatt-3920-zermatt-1822255.html","2.5 Rooms Apartment to buy in Zermatt. Charmante Wohnung mit perfektem Matterhornblick - second residence","Entdecken Sie Ihr persönliches Paradies exklusiv bei Horu Immobilien - mit einem atemberaubenden Blick auf das majestätische Matterhorn!Dieses exquisite Feriendomizil mit besonderem Stil verbindet Komfort mit einem einzigartigen 180-Grad-Panorama der Zermatter Bergwelt.Der offene Wohn- und Essbereich, ausgestattet mit großen Fenstern, ist der perfekte Ort für gesellige Zusammenkünfte und flutet die Räume mit Tageslicht. Die gut ausgestattete Küche lädt zu kulinarischen Kreationen ein.Vom Wohnzimmer aus gelangen Sie auf einen großzügigen Balkon, der Ihnen einen beeindruckenden Ausblick auf die schneebedeckten Gipfel und das Matterhorn bietet. Hier können Sie den Sonnenuntergang genießen oder die Ruhe der Umgebung in vollen Zügen erleben. Ein helles, geräumiges Schlafzimmer rundet dieses Immobilienangebot ab und ermöglicht Ihnen einen direkten Blick auf das beeindruckende Matterhorn direkt von Ihrem Bett aus. Dieses Feriendomizil bietet sich ideal als Urlaubsresidenz oder als Investitionsobjekt an und eröffnet Ihnen die Möglichkeit, das Beste der alpinen Lebensart zu erleben. Lassen Sie sich diese einmalige Gelegenheit nicht entgehen, Teil dieses einzigartigen Lebensstils zu werden!Die Wohnung wird möbliert verkauft.Mit besten GrüßenIhr Horu Team","Street on Request","","3920","Zermatt","46.0040669","7.747888","","","","7","",""
"4","12","8","1","https://icasa.ch/5.5-rooms-flat-roof-flat-maisonette-to-buy-zurich-dielsdorf-neerach-8173-neerach-1822227.html","5.5 Rooms Flat-Roof-flat-Maisonette to buy in Neerach. Grosszügige Dach-Maisonette mit Klimaanlage im steuergünstigen Neerach","Dach-Maisonette an ruhiger, sonniger & steuergünstiger LageEingebettet in einem idyllischen Wohnquartier von Neerach - einer der steuergünstigsten und familienfreundlichsten Gemeinden im Kanton Zürich - präsentiert sich diese hochwertige 5.5-Zimmer Dach-Maisonette als wahres Juwel unter den Wohnobjekten der Region. Mit 166 m² Wohnfläche, einem durchdachten Grundriss und lichtdurchfluteten Räumen überzeugt die Wohnung sofort durch Grosszügigkeit, Harmonie und Wohlbefinden.Beim Betreten empfängt Sie ein grosszügiges Entrée, das den Blick auf den über 40 m² grossen Wohn- und Essbereich freigibt - hell, elegant und perfekt für gesellige Stunden. Angrenzend liegt die offene Küche mit viel Stauraum, die durch ihre optimale Aufteilung und die zwei Fenster besonders lichtdurchflutet ist - ideal für Hobbyköche und Familienessen. Charmante Sprossenfenster mit Alu-Fensterläden und solarbetriebene Dachfenster/Aussenrollläden unterstreichen den hochwertigen Charakter der Wohnung.Eine elegante Treppe führt in den offenen Dachraum von 35 m², der vielseitig nutzbar ist - ob als Atelier, Homeoffice oder privater Rückzugsort. Zusätzlich verfügt der Dachraum über einen separaten, abschliessbaren Abstellraum. Diverse Abstellräume und Reduits, ein Kellerabteil sowie ein eigener Veloraum-Stellplatz bieten ausreichend Stauraum für alles, was Sie brauchen.Die drei Schlafzimmer sind optimal ausgerichtet: zwei nach Südosten, eines nach Nordwesten, sodass alle Räume perfekt belichtet sind. Zwei hochwertige Nasszellen (DU/WC und Bad/WC) ergänzen das Raumkonzept. Ein gedeckter Balkon lädt zum Entspannen ein und garantiert viel Privatsphäre. Der wunderschöne Parkettboden in allen Wohn- und Schlafräumen sorgt für eine warme, elegante Atmosphäre. Fliegengitter an allen Fenstern gewährleisten zusätzlichen Komfort.Technisch überzeugt die Wohnung auf ganzer Linie: Eine moderne Luft-Wasser-Wärmepumpe sorgt für nachhaltige, effiziente Heizung, während eine neue Klimaanlage auf beiden Etagen jederzeit angenehme Temperaturen garantiert. Zwei Garagenplätze können zusätzlich erworben werden.Die Lage rundet das Angebot perfekt ab: Ruhig, sonnig und in einem gepflegten Wohnquartier gelegen, bietet Neerach eine familienfreundliche Umgebung mit Schulen, Kindergärten und Freizeitangeboten sowie eine perfekte Anbindung an Zürich, Winterthur und den Flughafen - ideal für Familien und Pendler.Highlights:166 m² Wohnfläche unter dem Dach - grosszügig, hell und ideal geschnittenDurchdachter Grundriss - für optimale RaumaufteilungOffener Dachraum 35 m² (inkl. separatem, abschliessbarem Abstellraum) - vielseitig nutzbar Diverse Abstellräume/Reduits Wohn- und Essbereich über 40 m² - lichtdurchflutet und elegantGedeckter Balkon mit viel PrivatsphäreOffene, angrenzende Küche mit viel Stauraum und optimaler AufteilungHochwertiger, wunderschöner Parkettboden in allen Wohn- und SchlafräumenCharmante Sprossenfenster & Alu-FensterlädenSolarbetriebene Dachfenster/Aussenrollläden Zwei Garagenplätzen zum dazu erwerbenKellerabteil für zusätzlichen StauraumEigener Veloraum-StellplatzNeue Klimaanlage auf beiden EtagenFliegengitter an allen FensternLuft-Wasser-Wärmepumpe für nachhaltige, effiziente HeizungRuhige, sonnige Lage im gepflegten WohnquartierSteuergünstige Gemeinde Neerach - ideal für Familien und PendlerFamilienfreundliche Umgebung mit Schulen, Kindergärten und FreizeitangebotenPerfekte Anbindung an Zürich, Winterthur und FlughafenDiese Maisonette vereint Charme, Raum, Licht und modernen Komfort. Hier finden Sie ein Zuhause, das stilvolles Wohnen, technische Raffinesse und Lebensqualität perfekt miteinander kombiniert - ein Ort, an dem Sie sofort ankommen und sich rundum wohlfühlen.Überzeugen Sie sich selbst von diesem einzigartigen Wohngefühl - wir laden Sie herzlich zu einer Besichtigung ein und freuen uns darauf, Ihnen diese exklusive Dach-Maisonette persönlich zu präsentieren.","Street on Request","","8173","Neerach","47.5142736","8.4811938","CHF 1’490’000.–","","","3","1490000",""
"42","12","8","1","https://icasa.ch/6-rooms-villa-to-buy-vaud-nyon-genolier-1272-genolier-1822209.html","6 Rooms Villa to buy in Genolier. Villa familiale rénovée","Distributionrez-de-chausséeentréewc visiteurscuisine ouverteséjour avec accès terrasse (possibilité de rajouter un poele)1er étage3 chambres avec armoiressalle de bains et douchecomblesgrande chambrechambre avec salle de bainswc séparéssous-solfitness ou cavebuanderie et techniquecaveDonnées techniquesla villa fait 64m2 au solla villa fait 150m2 habitableschauffage en commun mais compteur individuelchauffage au solmoustiquairesfenêtres triple vitrage5 chambres (possibilité d'en avoir 6)OIBT à jourTravaux et rénovations2023cuisine et electromenagersolspeinturewc visiteurs2024sanitaires dans les salles de bainschangement éclairage indirecte de neon à ledfenetres2025pose compteur individuel chauffagegazon du jardinmise aux normes éléctriquemoustiquaires","Chemin de Thiéré","3","1272","Genolier","46.4358471","6.2146342","CHF 1’695’000.–","","","24","1695000",""
"43","12","8","1","https://icasa.ch/3.5-rooms-attic-flat-to-buy-luzern-sursee-geuensee-6232-geuensee-1822193.html","3.5 Rooms Attic-flat to buy in Geuensee. Urban Living trifft Natur - Attikawohnung mit Weitblick","Exklusive 3.5-Zimmer-Attikawohnung mit Weitsicht an ruhiger Lage in GeuenseeAn attraktiver und sonniger Wohnlage in Geuensee LU präsentiert sich eine der beiden gepflegten 3.5-Zimmer-Attikawohnung mit grosszügigem Raumgefühl und herrlicher Weitsicht. Die Wohnung befindet sich in einem modernen Mehrfamilienhaus mit insgesamt 8 Wohneinheiten, welche sich aktuell alle im Verkauf befinden.Diese Attikawohnung überzeugt durch ihre durchdachte Grundrissgestaltung sowie durch zwei grosszügige Terrassen, die zu entspannten Stunden im Freien einladen - ideal, um die ruhige Umgebung und die Aussicht zu geniessen.Der lichtdurchflutete Wohn- und Essbereich ist mit einem dunklen, hochwertigen Keramikboden ausgestattet und verleiht der Wohnung eine moderne und elegante Atmosphäre. In den Zimmern sorgt ein heller Parkettboden für Wohnkomfort. Die offene Küche fügt sich harmonisch in den Wohnraum ein und bietet funktionale Arbeitsflächen.Ein Badezimmer sowie ein separates Gäste-WC runden das Raumangebot ideal ab und bieten zusätzlichen Komfort für Bewohner und Gäste.Die Liegenschaft wurde nach Minergie-Standard erstellt, was für eine energieeffiziente Bauweise und ein angenehmes Wohnklima steht. Zur Wohnung kann optional ein Einstellhallenplatz für CHF 35'000.- dazugekauft werden. Zusätzlich stehen im Untergeschoss drei Hobbyräume zur Verfügung, welche separat dazugekauft werden können - ideal als zusätzlicher Stauraum zum Keller, Werkraum oder für individuelle Nutzung. Diese Attikawohnung vereint Wohnqualität, Energieeffizienz und eine attraktive Lage - ideal für Paare oder Einzelpersonen, die modernes Wohnen mit Ruhe und Aussicht verbinden möchten.Der festgelegte Verkaufspreis wurde im Rahmen einer bankseitigen Prüfung durch die Luzerner Kantonalbank, Geschäftsstelle Sursee, eingehend verifiziert und verbindlich bestätigt.Weitere Informationen zu den verfügbaren Wohnungen:https://www.sonnhalde-geuensee.ch","Sonnhalde","8","6232","Geuensee","47.2018668","8.1067818","CHF 795’000.–","79","","97","795000",""
"43","12","8","1","https://icasa.ch/3.5-rooms-attic-flat-to-buy-luzern-sursee-geuensee-6232-geuensee-1822182.html","3.5 Rooms Attic-flat to buy in Geuensee. Urban Living trifft Natur - Attikawohnung mit Weitblick","Exklusive 3.5-Zimmer-Attikawohnung mit Weitsicht an ruhiger Lage in GeuenseeAn attraktiver und sonniger Wohnlage in Geuensee LU präsentiert sich eine der beiden gepflegten 3.5-Zimmer-Attikawohnung mit grosszügigem Raumgefühl und herrlicher Weitsicht. Die Wohnung befindet sich in einem modernen Mehrfamilienhaus mit insgesamt 8 Wohneinheiten, welche sich aktuell alle im Verkauf befinden.Diese Attikawohnung überzeugt durch ihre durchdachte Grundrissgestaltung sowie durch zwei grosszügige Terrassen, die zu entspannten Stunden im Freien einladen - ideal, um die ruhige Umgebung und die Aussicht zu geniessen.Der lichtdurchflutete Wohn- und Essbereich ist mit einem dunklen, hochwertigen Keramikboden ausgestattet und verleiht der Wohnung eine moderne und elegante Atmosphäre. In den Zimmern sorgt ein heller Parkettboden für Wohnkomfort. Die offene Küche fügt sich harmonisch in den Wohnraum ein und bietet funktionale Arbeitsflächen.Ein Badezimmer sowie ein separates Gäste-WC runden das Raumangebot ideal ab und bieten zusätzlichen Komfort für Bewohner und Gäste.Die Liegenschaft wurde nach Minergie-Standard erstellt, was für eine energieeffiziente Bauweise und ein angenehmes Wohnklima steht. Zur Wohnung kann optional ein Einstellhallenplatz für CHF 35'000.- dazugekauft werden. Zusätzlich stehen im Untergeschoss drei Hobbyräume zur Verfügung, welche separat dazugekauft werden können - ideal als zusätzlicher Stauraum zum Keller, Werkraum oder für individuelle Nutzung. Diese Attikawohnung vereint Wohnqualität, Energieeffizienz und eine attraktive Lage - ideal für Paare oder Einzelpersonen, die modernes Wohnen mit Ruhe und Aussicht verbinden möchten.Der festgelegte Verkaufspreis wurde im Rahmen einer bankseitigen Prüfung durch die Luzerner Kantonalbank, Geschäftsstelle Sursee, eingehend verifiziert und verbindlich bestätigt.Weitere Informationen zu den verfügbaren Wohnungen:https://www.sonnhalde-geuensee.ch","Sonnhalde","8","6232","Geuensee","47.2018668","8.1067818","CHF 795’000.–","79","","97","795000",""
"20","12","8","1","https://icasa.ch/4.5-rooms-to-buy-graubunden-prattigau-davos-luzein-7243-pany-1822178.html","4.5 Rooms  to buy in Pany. Einfamilienhaus mit viel Privatsphäre","Diese Liegenschaft bietet Ihnen eine perfekte Kombination aus Komfort und Ruhe. Das helle und einladende Wohnzimmer mit einem gemütlichen Cheminée sorgt für eine warme Atmosphäre und bietet direkten Zugang zu einem grosszügigen Sitzplatz, der dank der Bepflanzung ein hohes Mass an Privatsphäre bietet - ideal für entspannte Stunden im Freien.Das Haus umfasst insgesamt drei Schlafzimmer, von denen zwei mit eigenen Badezimmern ausgestattet sind. Eines dieser Badezimmer bietet eine Badewanne, Doppellavabo und Toilette, während das andere mit einer Dusche, Toilette und Lavabo ausgestattet ist. Das dritte Schlafzimmer bietet flexible Nutzungsmöglichkeiten, etwa als Büro oder Kinderzimmer.Für zusätzlichen Komfort sorgen der separate Waschraum und eine grosszügige Garderobe beim Eingang. Zusätzlich gibt es ein von aussen zugängliches Atelier. Es eignet sich perfekt für kreative Tätigkeiten oder als Homeoffice - ganz nach Ihren Bedürfnissen. Der weitläufige Umschwung bietet ausreichend Platz für verschiedene Outdoor-Aktivitäten und ermöglicht es Ihnen, Ihre Gartenideen zu verwirklichen.Mit 145 m² Nettowohnfläche und einem grosszüzigen Grundstück von 773 m² geniessen Sie hier den Komfort von der zentralen Lage und Natur rundherum. Das Haus befindet sich an der Mühlistrasse 12 in Pany. Die Lage ist sehr zentral und somit nur wenige Gehminuten vom Volg sowie von der Bushaltestelle entfernt.Die abgebildeten möblierten Bilder stellen Visualisierungen dar, die mithilfe von Künstlicher Intelligenz erstellt wurden.","Mühlistrasse","12","7243","Pany","46.9277061","9.7711932","CHF 890’000.–","145","773","11","890000",""
"20","12","8","1","https://icasa.ch/6.5-rooms-to-buy-graubunden-landquart-landquart-7206-igis-1822174.html","6.5 Rooms  to buy in Igis. Charmantes Einfamilienhaus mit viel Platz","Dieses Einfamilienhaus in Igis überzeugt durch grosszügige Raumaufteilung, moderne Haustechnik und ein behagliches Wohnambiente auf drei Etagen. Mit einer Wohnfläche von 154 m² und einem Grundstück von 467 m² bietet es ideale Voraussetzungen für Familien, die Wert auf Komfort und Lebensqualität legen.Raumaufteilung und Highlights:UntergeschossDas Untergeschoss bietet vielseitig nutzbar Räume  ideal als Fitnessraum, Büro oder Hobbyraum. Zudem befinden sich hier die Technikräume mit Waschgelegenheit, Stauraum sowie ein Ausgang, welcher sich direkt bei der Garage befindet. Weitere Parkmöglichkeiten bieter der im Jahr 2019 erstellte Autounterstand für zwei Fahrzeuge.ErdgeschossDer lichtdurchflutete Wohnbereich überzeugt mit einem offenen Grundriss und direktem Zugang zur grossen Terrasse, die zu gemütlichen Stunden im Freien einlädt. Das Wohnzimmer mit Cheminée sorgt für eine warme Atmosphäre, während der Essbereich und die offene Küche den Mittelpunkt des Familienlebens bilden. Ein separates Gäste-WC sowie ein zusätzliches Zimmer, das sich ideal als Büro oder Gästezimmer eignet, runden das Raumangebot auf dieser Etage ab.Dachgeschoss Im oberen Geschoss befinden sich drei Schlafzimmer, eines davon mit einer kleiner Dachterrasse  ein gemütlicher Rückzugsort mit schöner Aussicht.Das Badezimmer ist mit Badewanne, Dusche und Toilette ausgestattet und bietet alles für den täglichen Komfort.Technik und Zustand:Das Haus wurde 2016 umfassend saniert und präsentiert sich in sehr gutem Zustand.Bereits 2014 wurden eine Solaranlage installiert sowie die Wärmepumpe erneuert, was für nachhaltiges und energieeffizientes Wohnen sorgt.","Street on Request","","7206","Igis","46.9446667","9.5837889","CHF 1’680’000.–","154","467","11","1680000",""
"20","12","8","1","https://icasa.ch/4.5-rooms-apartment-to-buy-graubunden-prattigau-davos-klosters-serneus-7250-klosters-1822173.html","4.5 Rooms Apartment to buy in Klosters. 4½-Zimmer-Wohnung Nr. 3, 1. OG, Neubau Ganschiersch - ERSTWOHNUNG","Das ""Hus Ganschiersch"" liegt erhöht auf der Sonnenseite des Tals und geniesst dank seiner Süd-West Ausrichtung die vollen Sonnenstunden im Sommer und im Winter. Die Lage ist bestens mit dem ÖV und Privatverkehr erschlossen. In nur wenigen Minuten gelangt man in die Nahegelegenen Skigebietet. Trotz seiner guten Vernetzung ist das Haus Ganschiersch ruhig gelegen und verspricht erholsame Zeit.Die Wohnung Nr. 3 wird als Erstwohnung veräussert, befindet sich im 1. Obergeschoss und verfügt über das folgende Wohnprogramm:- Eingangsbereich mit Garderobe- Offene Küche mit Wohn- und Essbereich, Ausgang auf den Balkon- Balkon mit 20 m² (erreichbar vom Wohnzimmer)- Doppelschlafzimmer- Doppelschlafzimmer mit En-Suite-Badezimmer (Dusche, Lavabo und Toilette)- Doppelschlafzimmer mit En-Suite-Badezimmer (Badewanne, Lavabo und Toilette)- Separates Badezimmer mit Dusche, Lavabo und ToiletteIm Ausschreibungspreis inbegriffen er Kellerraum Nr. 3, welcher mit einem Waschturm ausgerüstet ist.Zwei Tiefgaragenplätze (zzgl. je CHF 45'000.-) können zur Wohnung dazu erworben werden.Zur gemeinsamen Mitbenützung gibt es einen Veloraum beim Hauseingang.","Serneuserstrasse","17","7249","Klosters","46.8909223","9.8472468","CHF 1’138’000.–","127.4","","7","1138000",""
"20","12","8","1","https://icasa.ch/to-buy-graubunden-prattigau-davos-klosters-serneus-7250-klosters-1739517.html","to buy in Klosters. Mehrfamilienhaus mit Umschwung","Auf der Parzelle Nr. 37 befindet sich das Mehrfamilienhaus ""Heimetblick"" mit insgesamt fünf Wohneinheiten. Die Liegenschaft umfasst eine Grundstücksfläche von rund 1'410 m² und bietet vielfältige Nutzungsmöglichkeiten sei es als künftiges Eigenheim, renditestarke Kapitalanlage oder als Entwicklungsprojekt mit attraktiven Perspektiven.Das bestehende Gebäude verfügt über eine Nettowohnfläche von 273 m², welche als Zweitwohnsitz genutzt werden kann. Die Wohnungen sind aktuell vermietet und generieren Mieteinnahmen.Darüber hinaus besteht die Option, das bestehende Gebäude rückzubauen und durch einen Neubau zu ersetzen. Die maximal realisierbare Bruttogeschossfläche (BGF) liegt bei rund 1'100 m². die bereits bestehende Wohnfläche kann weiterhin als Zweitwohnsitz genutzt werden. Die Liegenschaft befindet sich unweit vom Zentrum und ist zu Fuss gut erreichbar.  Sie verfügt über eine gute Verkehrsanbindung und hohe Wohnqualität. Diese Kombination aus Lage, Nutzungsmöglichkeiten und Entwicklungsspielraum macht das Objekt sowohl für institutionelle Investoren als auch für private Projektentwickler äusserst attraktiv.","Street on Request","","7250","Klosters","46.8390202","9.9588438","","","1’410","11","",""
"39","12","8","1","https://icasa.ch/4.5-rooms-villa-to-buy-ticino-lugano-lugano-6963-pregassona-1822171.html","4.5 Rooms Villa to buy in Pregassona. Exklusive Villa mit Seeblick","*** Alle Immobilien und Fotos auf www.remax.ch und www.newhome.ch *******************Lebensstil  Leben in den Hügeln von PregassonaPregassona Alta ist eine der beliebtesten Wohngegenden von Lugano - ruhig, sonnig und mit freiem Blick auf die Stadt und den Luganer See. Gleichzeitig liegt es in der Nähe des Stadtzentrums. Diese Eigenschaften werden besonders von Familien geschätzt, die ihre Kinder in einer sicheren Umgebung, mit guter Anbindung, grossziehen möchten. Der Kindergarten, die Grundschule und die Mittelschule befinden sich in Pregassona, nur wenige Autominuten entfernt. Pregassona Alta ist perfekt an die wichtigsten Dienstleistungen und Infrastrukturen des Stadtteils Pregassona und Canobbio angebunden. Das Einkaufszentrum Coop Resega ist nur wenige Autominuten von der Immobilie entfernt. Eine Bushaltestelle befindet sich direkt vor Ort und erleichtert somit die Fortbewegung.In Pregassona Alta zu wohnen bedeutet, jeden Tag ein hohes Mass an Komfort, in einem exklusiven Umfeld, zu geniessen, in der Lebensqualität und Funktionalität auf natürliche Weise miteinander verschmelzen.Beschreibung der Immobilie  Villa mit SeeblickErdgeschoss  Wohnbereich Der Zugang zum Anwesen ist sehr praktisch. Mit dem Auto gelangt man direkt in die grosse Garage, von der aus links einer Flur zum Haus führt. Neben der Garage befindet sich ein zweiter Eingang, ideal für Gäste, welcher über eine Treppe mit dem Garten und dem Haupteingang im Erdgeschoss verbunden ist. Das Erdgeschoss zeichnet sich durch zwei separate und gepflegte Aussenbereiche aus: einen überdachten Vorgarten mit Grill, ideal für Mahlzeiten im Freien, und einen Hintergarten mit einem Geräteschuppen und einem Bereich für den Gemüsegarten.Beim Betreten des Hauses gelangt man in ein grosses, helles Wohnzimmer mit einem eleganten Kamin, der eine warme und gemütliche Atmosphäre schafft. Rechts vom Wohnzimmer befindet sich eine geräumige, moderne Eckküche mit Kochinsel. Eine praktische seitliche Öffnung ermöglicht den direkten Zugang zum Garten.Vom Wohnzimmer aus gelangt man in einen Flur, der alle Etagen des Hauses miteinander verbindet. Entlang des Flurs befindet sich ein Badezimmer mit WC, weiter gelangt man in einen grossen Raum, der derzeit als Arbeitszimmer genutzt wird, aber leicht in ein Schlafzimmer umgewandelt werden kann. Im selben Raum befindet sich auch ein praktischer Abstellraum.Erster Stock  Schlafbereich Im ersten Stock befindet sich der Schlafbereich. Er ist dank eines Flurs, der alle Zimmer miteinander verbindet, optimal aufgeteilt. Die erste Tür links führt zum Badezimmer mit Fenster und Badewanne. Wenn man den Flur entlanggeht, der auch mit einem praktischen Einbauschrank ausgestattet wurde, gelangt man zu den Schlafzimmern. Ein erstes Zimmer ist hell und hat direkten Zugang zur Panoramaterrasse. Das Hauptschlafzimmer, ebenfalls mit direktem Zugang zur Terrasse, bietet einen wunderbaren Ausblick auf die Stadt und den Luganer See. Es verfügt über ein eigenes Badezimmer mit Doppelwaschbecken, Whirlpool und einer grossen Dusche.KellergeschossÜber eine Treppe gelangt man in die unterste Etage des Hauses. Auf der rechten Seite befindet sich ein grosser Raum, der als Grotte genutzt wird und mit einem Kamin ausgestattet wurde. Auf der gegenüberliegenden Seite befindet sich ein Kellerraum. Wenn man den Flur entlanggeht, welcher zur Garage führt, befindet sich auf der rechten Seite ein Hobbyraum, während sich auf der linken Seite ein Badezimmer mit Dusche und WC sowie eine ausgestattete Waschküche befinden. Am Ende des Flurs gelangt man direkt in die Garage, ein Detail, das dem Haus einen grossen praktischen Mehrwert verleiht, insbesondere in den Wintermonaten oder bei schlechtem Wetter.Mit rund 185 m² Wohnfläche, traumhaftem Seeblick und einer angenehm ruhigen Lage präsentiert sich diese Villa als erstklassige Wohnlösung. Der direkte Zugang zum Haus  insbesondere von der Garage aus  sorgt im Alltag für maximale","Street on Request","","6963","Pregassona","46.0208046","8.975589","CHF 1’790’000.–","185","409","24","1790000",""
"44","12","8","1","https://icasa.ch/to-buy-fribourg-la-broye-gletterens-1544-gletterens-1712766.html","to buy in Gletterens. oinpüiompüoüoomoümooop","oiubupiupouoioopüopooopo","Street on Request","","1544","Gletterens","46.8994958","6.9361812","CHF 210’000.–","","246","11","210000",""
"44","12","8","1","https://icasa.ch/to-buy-fribourg-la-broye-gletterens-1544-gletterens-1712765.html","to buy in Gletterens. Parcelle de loisirs en zone caravaning  Emplacement idéal au sud du lac de Neuchâtel","Située au calme, en marge dun terrain de caravaning, cette parcelle de loisirs bénéficie dun emplacement privilégié, à proximité immédiate du port de plaisance et dune réserve naturelle, sur la rive sud du lac de Neuchâtel.Elle offre la possibilité dinstaller votre propre chalet de vacances, selon les conditions fixées par le règlement communal en vigueur pour cette zone spécifique de caravaning.Le cadre est verdoyant, paisible, et idéal pour profiter de la nature, des promenades au bord du lac et des activités de détente.Un règlement communal régissant lusage des parcelles en zone de caravaning est disponible en ligne et peut également vous être transmis sur demande.Une opportunité rare pour les amateurs de plein air et de vacances en famille !-Diese ruhig gelegene Freizeitparzelle befindet sich am Rande eines Caravaning-Geländes, in unmittelbarer Nähe des Bootshafens und eines geschützten Naturschutzgebiets, am sonnigen Südufer des Neuenburgersees.Es besteht die Möglichkeit, auf der Parzelle ein eigenes Ferienchalet zu errichten  gemäss den Vorgaben des geltenden kommunalen Reglements für diese spezielle Caravaning-Zone.Die Umgebung ist grün, ruhig und ideal, um die Natur, Spaziergänge entlang des Sees und entspannende Freizeitaktivitäten zu geniessen.Das entsprechende Gemeindereglement für die Caravaning-Zone ist online einsehbar und kann auf Wunsch gerne zugestellt werden.Eine seltene Gelegenheit für Natur- und Freiheitsliebhaber!","Street on Request","","1544","Gletterens","46.8994958","6.9361812","CHF 165’750.–","","195","11","165750",""
"8","12","8","1","https://icasa.ch/living-commercial-building-to-buy-neuchatel-le-locle-le-locle-2400-le-locle-1822168.html","Living/commercial-building to buy in Le Locle. Immeuble mixte au fort potentiel ? pour un projet immobilier ambitieux","Immeuble mixte au fort potentiel ? pour un projet immobilier ambitieuxVous cherchez un bien qui offre de l'espace, du cachet? et des possibilités sans limite ? Cet immeuble, niché dans un emplacement calme et privilégié, est peut-être votre prochaine grande aventure immobilière !Avec 739 m² de surface commerciale répartie sur trois niveaux, ce bâtiment vous laisse carte blanche : que vous souhaitiez poursuivre une activité artisanale ou commerciale, créer un espace de coworking inspirant ou transformer l'ensemble en logements lumineux et modernes? tout est possible. Et ce ne sont pas les volumes qui vous freineront. Côté résidentiel, vous bénéficiez de deux appartements bien distincts :Un grand 5.5 pièces de 195 m² en parfait état, avec une terrasse généreuse de 66 m² pour profiter des journées ensoleillées.Un duplex de 98 m² à remettre à votre goût, qui ne demande qu'un peu d'amour pour révéler tout son potentiel.Le bâtiment, baigné de lumière, possède ce charme brut et authentique qui ne demande qu'à être sublimé. Que vous soyez investisseur, entrepreneur ou passionné de rénovation, vous trouverez ici un terrain d'expression unique. Pratique au quotidien, il dispose aussi d'un grand garage pour 4 véhicules, de nombreuses places de parc extérieures, et même de la possibilité de reprendre les machines de mécanique de précision si vous envisagez de perpétuer une activité artisanale. Le tout est implanté sur une parcelle en droit de superficie valable jusqu'en 2090, de quoi envisager vos projets avec sérénité à long terme.Un bien rare, flexible, lumineux et plein de potentiel ? à découvrir sans tarder ! Contactez Neho pour en savoir plus ou planifier une visite.Adresse exacte disponible après inscription sur neho.ch.VOUS SOUHAITEZ VISITER ? MERCI DE BIEN VOULOIR VOUS INSCRIRE D'ABORD : https://neho.ch/d/2400-26-3Unique! Mixed-use rental building with high conversion potentialSituated in a prime location, we are pleased to present this rental building comprising commercial premises and residential units. With a generous commercial surface area of 739m2 on 3 levels, it offers a variety of possible uses. There is a well-maintained 195m2 flat with a large 66m2 terrace, as well as a 98m2 duplex flat in need of refurbishment. The building also has a large garage with space for 4 vehicles, as well as plenty of outside parking, making it a practical and functional property. A major asset of this building is its enormous conversion potential for your wildest projects. There is also the possibility of buying in precision engineering machinery. The building is located on a building lease (DDP) valid until 2090, offering long-term peace of mind. Take advantage of this unique investment opportunity with high potential returns.Exact address available upon registration on neho.ch.INTERESTED IN VISITING THE PROPERTY? PLEASE REGISTER FIRST : https://neho.ch/d/2400-26-3Einzigartig!Gemischtes Mehrfamilienhaus mit hohem UmwandlungspotenzialIn einer privilegierten Lage freuen wir uns, Ihnen dieses Mehrfamilienhaus mit Geschäftsräumen und Wohnungen zu präsentieren. Mit einer großzügigen Geschäftsfläche von 739m2 auf drei Ebenen bietet es eine Vielzahl von Nutzungsmöglichkeiten. Sie profitieren von einer sehr gepflegten 195m2 großen Wohnung mit einer 66m2 großen Terrasse sowie einer 98m2 großen Duplex-Wohnung, die aufgefrischt werden muss. Das Gebäude verfügt außerdem über eine große Garage für 4 Fahrzeuge sowie zahlreiche Außenparkplätze, was es zu einer praktischen und funktionalen Immobilie macht. Ein großer Vorteil dieses Gebäudes ist sein enormes Umbaupotenzial für Ihre verrücktesten Projekte. Es besteht auch die Möglichkeit, feinmechanische Maschinen aufzukaufen. Das Gebäude befindet sich auf einem Grundstück im Baurecht (DDP), das bis 2090 gültig ist und somit langfristige Ruhe bietet. Nutzen Sie diese einmalige Investitionsmöglichkei...","Le Locle","","2400","Le Locle","47.0612111","6.7550885","CHF 1’700’000.–","","","112","1700000",""
